ticker,date,dividends,currency
SNGS,2021-07-20,0.7,RUR
SNGSP,2021-07-20,6.72,RUR
GAZP,2021-07-15,12.55,RUR
SELG,2021-06-25,1.95,RUR
SELGP,2021-06-25,2.25,RUR
EELT,2021-06-03,0.27,RUR
KMAZ,2021-06-16,0.54,RUR
OGKB,2021-07-02,0.0600458012915,RUR
PHOR,2021-07-05,105.0,RUR
AGRO,2015-05-22,0.47,USD
F-RM,2015-01-30,0.15,USD
F-RM,2015-05-01,0.15,USD
F-RM,2015-07-31,0.15,USD
F-RM,2015-10-30,0.15,USD
F-RM,2016-01-29,0.4,USD
F-RM,2016-04-29,0.15,USD
F-RM,2016-07-28,0.15,USD
F-RM,2016-10-27,0.15,USD
F-RM,2017-01-20,0.2,USD
F-RM,2017-04-20,0.15,USD
F-RM,2017-07-24,0.15,USD
F-RM,2017-10-23,0.15,USD
F-RM,2018-01-30,0.28,USD
F-RM,2018-04-20,0.15,USD
F-RM,2018-07-23,0.15,USD
F-RM,2018-10-23,0.15,USD
F-RM,2019-01-31,0.15,USD
F-RM,2019-04-24,0.15,USD
F-RM,2019-07-23,0.15,USD
F-RM,2019-10-22,0.15,USD
F-RM,2020-01-30,0.15,USD
FEES,2021-07-16,0.016132865449,RUR
RSTIP,2021-07-17,0.0588261693112,RUR
RSTI,2021-07-17,0.02453341692,RUR
SMLT,2021-07-10,41.0,RUR
DIOD,2021-07-18,0.65,RUR
MSNG,2021-07-05,0.17945,RUR
AFKS,2021-07-15,0.31,RUR
RTKMP,2021-07-12,5.0,RUR
RTKM,2021-07-12,5.0,RUR
LSNG,2021-06-29,0.2626,RUR
LSNGP,2021-06-29,15.1688,RUR
DSKY,2021-07-11,6.07,RUR
MTLRP,2021-07-13,1.17,RUR
HHRU,2019-06-14,0.36,USD
HHRU,2020-03-27,0.5,USD
HHRU,2021-06-09,0.55,USD
TGKA,2021-07-05,0.001070552,RUR
ABRD,2021-07-12,2.86,RUR
MRSB,2021-07-06,0.037173,RUR
BANEP,2021-07-14,0.1,RUR
TRNFP,2021-07-19,9224.28,RUR
JNJ-RM,2015-02-24,0.7,USD
JNJ-RM,2015-05-26,0.75,USD
JNJ-RM,2015-08-25,0.75,USD
JNJ-RM,2015-11-24,0.75,USD
JNJ-RM,2016-02-23,0.75,USD
JNJ-RM,2016-05-24,0.8,USD
JNJ-RM,2016-08-23,0.8,USD
JNJ-RM,2016-11-22,0.8,USD
JNJ-RM,2017-02-28,0.8,USD
JNJ-RM,2017-05-30,0.84,USD
JNJ-RM,2017-08-29,0.84,USD
JNJ-RM,2017-11-28,0.84,USD
JNJ-RM,2018-02-27,0.84,USD
JNJ-RM,2018-05-29,0.9,USD
JNJ-RM,2018-08-28,0.9,USD
JNJ-RM,2018-11-27,0.9,USD
JNJ-RM,2019-02-26,0.9,USD
JNJ-RM,2019-05-28,0.95,USD
JNJ-RM,2019-08-27,0.95,USD
JNJ-RM,2019-11-26,0.95,USD
JNJ-RM,2020-02-25,0.95,USD
JNJ-RM,2020-05-26,1.01,USD
JNJ-RM,2020-08-25,1.01,USD
JNJ-RM,2020-11-24,1.01,USD
JNJ-RM,2021-02-23,1.01,USD
JNJ-RM,2021-05-25,1.06,USD
NKHP,2021-07-12,6.27,RUR
HYDR,2021-07-10,0.0530482,RUR
INGR,2021-07-18,36.39,RUR
MAGN,2021-06-17,1.795,RUR
MAGN,2021-06-17,0.945,RUR
AQUA,2021-07-11,4.0,RUR
NMTP,2021-07-12,0.06,RUR
SBUX-RM,2015-02-05,0.16,USD
SBUX-RM,2015-05-07,0.16,USD
SBUX-RM,2015-08-06,0.16,USD
SBUX-RM,2015-11-12,0.2,USD
SBUX-RM,2016-02-04,0.2,USD
SBUX-RM,2016-05-05,0.2,USD
SBUX-RM,2016-08-04,0.2,USD
SBUX-RM,2016-11-17,0.25,USD
SBUX-RM,2017-02-09,0.25,USD
SBUX-RM,2017-05-11,0.25,USD
SBUX-RM,2017-08-10,0.25,USD
SBUX-RM,2017-11-16,0.3,USD
SBUX-RM,2018-02-08,0.3,USD
SBUX-RM,2018-05-10,0.3,USD
SBUX-RM,2018-08-09,0.36,USD
SBUX-RM,2018-11-15,0.36,USD
SBUX-RM,2019-02-07,0.36,USD
SBUX-RM,2019-05-09,0.36,USD
SBUX-RM,2019-08-08,0.36,USD
SBUX-RM,2019-11-13,0.41,USD
SBUX-RM,2020-02-06,0.41,USD
SBUX-RM,2020-05-08,0.41,USD
SBUX-RM,2020-08-07,0.41,USD
SBUX-RM,2020-11-12,0.45,USD
SBUX-RM,2021-02-18,0.45,USD
SBUX-RM,2021-05-13,0.45,USD
POLY,2015-05-01,0.13,USD
POLY,2015-09-04,0.08,USD
POLY,2015-12-11,0.3,USD
POLY,2016-05-06,0.13,USD
POLY,2016-09-02,0.09,USD
POLY,2016-12-16,0.15,USD
POLY,2017-05-05,0.18,USD
POLY,2017-09-08,0.14,USD
POLY,2018-05-11,0.3,USD
POLY,2018-09-07,0.17,USD
POLY,2019-05-10,0.31,USD
POLY,2019-09-06,0.2,USD
POLY,2020-02-14,0.2,USD
POLY,2020-05-11,0.42,USD
POLY,2020-09-04,0.4,USD
POLY,2021-05-07,0.89,USD
HIMCP,2021-07-11,0.36886,RUR
LNZL,2021-07-13,15219.5,RUR
LNZLP,2021-07-13,3699.27,RUR
STSBP,2015-07-06,0.04968135,RUR
STSBP,2017-07-03,0.02289275721,RUR
STSBP,2018-06-29,0.024348679,RUR
STSBP,2019-07-02,0.024845,RUR
STSBP,2020-08-24,0.028747,RUR
STSBP,2021-07-05,0.0627653,RUR
ABT-RM,2015-01-15,0.24,USD
ABT-RM,2015-04-15,0.24,USD
ABT-RM,2015-07-15,0.24,USD
ABT-RM,2015-10-15,0.24,USD
ABT-RM,2016-01-15,0.26,USD
ABT-RM,2016-04-15,0.26,USD
ABT-RM,2016-07-15,0.26,USD
ABT-RM,2016-10-14,0.26,USD
ABT-RM,2017-01-13,0.265,USD
ABT-RM,2017-04-14,0.265,USD
ABT-RM,2017-07-14,0.265,USD
ABT-RM,2017-10-13,0.265,USD
ABT-RM,2018-01-12,0.28,USD
ABT-RM,2018-04-13,0.28,USD
ABT-RM,2018-07-13,0.28,USD
ABT-RM,2018-10-15,0.28,USD
ABT-RM,2019-01-15,0.32,USD
ABT-RM,2019-04-15,0.32,USD
ABT-RM,2019-07-15,0.32,USD
ABT-RM,2019-10-15,0.32,USD
ABT-RM,2020-01-15,0.36,USD
ABT-RM,2020-04-15,0.36,USD
ABT-RM,2020-07-15,0.36,USD
ABT-RM,2020-10-15,0.36,USD
ABT-RM,2021-01-15,0.45,USD
ABT-RM,2021-04-15,0.45,USD
ABT-RM,2021-07-15,0.45,USD
RZSB,2017-06-13,0.146965124,RUR
RZSB,2018-06-22,0.3609496501,RUR
RZSB,2019-07-08,0.5279882277,RUR
RZSB,2020-06-04,0.6153564541,RUR
RZSB,2021-06-03,1.4517042651,RUR
RZSB,2015-06-17,0.0032424822975,RUR
ABBV-RM,2021-07-15,1.3,USD
FLOT,2021-07-05,6.67,RUR
KRSB,2015-10-09,0.27715538627,RUR
KRSB,2016-06-15,0.766706855786,RUR
KRSB,2017-06-13,0.444344266,RUR
KRSB,2018-07-03,0.5072173755,RUR
KRSB,2019-07-10,0.4550026303,RUR
KRSB,2020-06-17,0.6065124464,RUR
KRSB,2021-06-08,0.6471407623,RUR
TCSG,2016-12-16,0.21,USD
TCSG,2017-06-16,0.17,USD
TCSG,2017-09-08,0.2,USD
TCSG,2017-12-01,0.18,USD
TCSG,2017-12-01,0.22,USD
TCSG,2018-04-03,0.31,USD
TCSG,2018-06-15,0.24,USD
TCSG,2018-09-14,0.24,USD
TCSG,2018-12-07,0.28,USD
TCSG,2019-03-22,0.32,USD
TCSG,2019-05-24,0.17,USD
TCSG,2020-03-27,0.21,USD
TCSG,2020-05-28,0.14,USD
TCSG,2020-08-21,0.2,USD
TCSG,2020-11-25,0.25,USD
TCSG,2021-03-26,0.24,USD
PFE-RM,2021-07-30,0.39,USD
HPQ-RM,2021-06-09,0.194,USD
HPQ-RM,2021-09-08,0.194,USD
SBUX-RM,2021-08-12,0.45,USD
MGTS,2015-07-08,10.99,RUR
MGTS,2016-07-18,222.0,RUR
MGTS,2017-07-13,233.0,RUR
MGTS,2018-07-12,231.0,RUR
MGTS,2019-07-11,232.0,RUR
INTC-RM,2015-02-07,0.24,USD
INTC-RM,2015-05-07,0.24,USD
INTC-RM,2015-08-07,0.24,USD
INTC-RM,2015-11-07,0.24,USD
INTC-RM,2016-02-07,0.26,USD
INTC-RM,2016-05-07,0.26,USD
INTC-RM,2016-08-07,0.26,USD
INTC-RM,2016-11-07,0.26,USD
INTC-RM,2017-02-07,0.26,USD
INTC-RM,2017-05-07,0.2725,USD
INTC-RM,2017-08-07,0.2725,USD
INTC-RM,2017-11-07,0.2725,USD
INTC-RM,2018-02-07,0.3,USD
INTC-RM,2018-05-07,0.3,USD
INTC-RM,2018-08-07,0.3,USD
INTC-RM,2018-11-07,0.3,USD
INTC-RM,2019-02-07,0.315,USD
INTC-RM,2019-05-07,0.315,USD
INTC-RM,2019-08-07,0.315,USD
INTC-RM,2019-11-07,0.315,USD
INTC-RM,2020-02-07,0.33,USD
INTC-RM,2020-05-07,0.33,USD
INTC-RM,2020-08-07,0.33,USD
INTC-RM,2020-11-07,0.33,USD
INTC-RM,2021-02-07,0.3475,USD
INTC-RM,2021-05-07,0.3475,USD
INTC-RM,2021-08-07,0.3475,USD
DIS-RM,2015-07-06,0.66,USD
DIS-RM,2015-12-14,0.71,USD
DIS-RM,2016-07-11,0.71,USD
DIS-RM,2016-12-12,0.78,USD
DIS-RM,2017-07-10,0.78,USD
DIS-RM,2017-12-11,0.84,USD
DIS-RM,2018-07-09,0.84,USD
DIS-RM,2018-12-10,0.88,USD
DIS-RM,2019-07-08,0.88,USD
DIS-RM,2019-12-16,0.88,USD
ASSB,2018-06-03,0.015104,RUR
ASSB,2019-06-03,0.12,RUR
ASSB,2020-07-13,0.06,RUR
QCOM-RM,2021-09-02,0.68,USD
JNJ-RM,2021-08-24,1.06,USD
NLMK,2021-09-07,13.62,RUR
CHMF,2021-09-02,84.45,RUR
MAGN,2021-09-27,3.53,RUR
NEE-RM,2015-02-27,0.77,USD
NEE-RM,2015-05-29,0.77,USD
NEE-RM,2015-08-28,0.77,USD
NEE-RM,2015-11-27,0.77,USD
NEE-RM,2016-02-26,0.87,USD
NEE-RM,2016-05-31,0.87,USD
NEE-RM,2016-08-30,0.87,USD
NEE-RM,2016-11-25,0.87,USD
NEE-RM,2017-02-28,0.983,USD
NEE-RM,2017-05-30,0.983,USD
NEE-RM,2017-08-25,0.983,USD
NEE-RM,2017-11-24,0.983,USD
NEE-RM,2018-02-27,1.11,USD
NEE-RM,2018-06-05,1.11,USD
NEE-RM,2018-08-30,1.11,USD
NEE-RM,2018-11-30,1.11,USD
NEE-RM,2019-02-28,1.25,USD
NEE-RM,2019-06-03,1.25,USD
NEE-RM,2019-08-29,1.25,USD
NEE-RM,2019-11-29,1.25,USD
NEE-RM,2020-02-28,1.4,USD
NEE-RM,2020-06-02,1.4,USD
NEE-RM,2020-08-28,1.4,USD
NEE-RM,2020-11-27,0.35,USD
NEE-RM,2021-02-26,0.385,USD
NEE-RM,2021-06-02,0.385,USD
QIWI,2015-05-26,0.25,USD
QIWI,2016-03-29,0.5,USD
QIWI,2016-05-26,0.22,USD
QIWI,2016-08-29,0.22,USD
QIWI,2016-12-05,0.22,USD
QIWI,2017-04-03,0.19,USD
QIWI,2017-05-30,0.22,USD
QIWI,2017-08-29,0.21,USD
QIWI,2019-05-28,0.28,USD
QIWI,2019-08-30,0.28,USD
QIWI,2019-12-02,0.28,USD
QIWI,2020-04-06,0.22,USD
QIWI,2020-06-02,0.14,USD
QIWI,2020-09-22,0.33,USD
QIWI,2020-12-01,0.34,USD
QIWI,2021-04-27,0.31,USD
QIWI,2021-06-22,0.22,USD
TORSP,2015-07-11,0.015,RUR
TORSP,2016-07-15,0.0962,RUR
TORSP,2017-06-20,0.0276,RUR
TORSP,2018-06-18,0.017202696,RUR
TORSP,2019-07-03,0.010955421,RUR
TORSP,2020-01-14,0.0088,RUR
TORSP,2020-06-17,0.0073,RUR
MTSS,2021-10-12,10.55,RUR
TRMK,2021-09-17,17.71,RUR
V-RM,2021-08-13,0.32,USD
NEM-RM,2021-09-09,0.55,USD
KRSBP,2019-07-10,0.4550026303,RUR
KRSBP,2020-06-17,0.6065124464,RUR
KRSBP,2021-06-08,0.6471407623,RUR
KAZT,2019-05-07,5.0,RUR
KAZT,2019-09-23,1.0,RUR
KAZT,2019-12-29,1.0,RUR
KAZT,2021-05-11,6.85,RUR
MU-RM,2021-10-01,0.1,USD
NEE-RM,2021-08-27,0.385,USD
EA-RM,2020-12-02,0.17,USD
EA-RM,2021-03-03,0.17,USD
EA-RM,2021-06-02,0.17,USD
EA-RM,2021-09-01,0.17,USD
BISVP,2015-06-22,0.323,RUR
BISVP,2016-06-22,0.55,RUR
BISVP,2017-07-11,0.337,RUR
BISVP,2018-07-10,0.365,RUR
BISVP,2019-07-10,0.629,RUR
BISVP,2020-10-09,0.782,RUR
BISVP,2021-07-15,0.264,RUR
NKNCP,2021-09-20,9.538,RUR
NKNC,2021-09-20,9.538,RUR
KZOS,2021-09-20,5.745,RUR
GEMA,2021-10-05,45.0,RUR
PHOR,2021-09-24,156.0,RUR
AAPL-RM,2015-02-09,0.47,USD
AAPL-RM,2015-05-11,0.52,USD
AAPL-RM,2015-08-10,0.52,USD
AAPL-RM,2015-11-09,0.52,USD
AAPL-RM,2016-02-08,0.52,USD
AAPL-RM,2016-05-09,0.57,USD
AAPL-RM,2016-08-08,0.57,USD
AAPL-RM,2016-11-07,0.57,USD
AAPL-RM,2017-02-13,0.57,USD
AAPL-RM,2017-05-15,0.63,USD
AAPL-RM,2017-08-14,0.63,USD
AAPL-RM,2017-11-13,0.63,USD
AAPL-RM,2018-02-12,0.63,USD
AAPL-RM,2018-05-14,0.73,USD
AAPL-RM,2018-08-13,0.73,USD
AAPL-RM,2018-11-12,0.73,USD
AAPL-RM,2019-02-11,0.73,USD
AAPL-RM,2019-05-13,0.77,USD
AAPL-RM,2019-08-12,0.77,USD
AAPL-RM,2019-11-11,0.77,USD
AAPL-RM,2020-02-10,0.77,USD
AAPL-RM,2020-05-11,0.82,USD
AAPL-RM,2020-08-10,0.82,USD
AAPL-RM,2020-11-09,0.205,USD
AAPL-RM,2021-02-08,0.205,USD
AAPL-RM,2021-05-10,0.22,USD
AAPL-RM,2021-08-09,0.22,USD
NVDA-RM,2015-02-26,0.085,USD
NVDA-RM,2015-05-21,0.0975,USD
NVDA-RM,2015-08-20,0.0975,USD
NVDA-RM,2015-11-20,0.115,USD
NVDA-RM,2016-03-02,0.115,USD
NVDA-RM,2016-05-26,0.115,USD
NVDA-RM,2016-08-25,0.115,USD
NVDA-RM,2016-11-28,0.14,USD
NVDA-RM,2017-02-24,0.14,USD
NVDA-RM,2017-05-23,0.14,USD
NVDA-RM,2017-08-24,0.14,USD
NVDA-RM,2017-11-24,0.15,USD
NVDA-RM,2018-02-23,0.15,USD
NVDA-RM,2018-05-24,0.15,USD
NVDA-RM,2018-08-30,0.15,USD
NVDA-RM,2018-11-30,0.16,USD
NVDA-RM,2019-03-01,0.16,USD
NVDA-RM,2019-05-31,0.16,USD
NVDA-RM,2019-08-29,0.16,USD
NVDA-RM,2019-11-29,0.16,USD
NVDA-RM,2020-02-28,0.16,USD
NVDA-RM,2020-06-05,0.16,USD
NVDA-RM,2020-09-02,0.16,USD
NVDA-RM,2020-12-04,0.16,USD
NVDA-RM,2021-03-10,0.16,USD
NVDA-RM,2021-06-10,0.16,USD
RUAL,2015-10-29,0.01645,USD
RUAL,2016-10-03,0.01645,USD
RUAL,2017-09-08,0.0197,USD
KBSB,2017-10-30,4.2675,RUR
KBSB,2018-07-16,13.6627,RUR
KBSB,2019-06-17,4.1432,RUR
QIWI,2021-09-07,0.3,USD
GCHE,2021-10-03,85.27,RUR
AGRO,2021-09-10,0.89,USD
AQUA,2021-09-21,4.0,RUR
BELU,2021-10-04,72.76,RUR
MCD-RM,2015-03-02,0.85,USD
MCD-RM,2015-06-01,0.85,USD
MCD-RM,2015-09-01,0.85,USD
MCD-RM,2015-12-01,0.89,USD
MCD-RM,2016-03-01,0.89,USD
MCD-RM,2016-06-06,0.89,USD
MCD-RM,2016-09-01,0.89,USD
MCD-RM,2016-12-01,0.94,USD
MCD-RM,2017-03-01,0.94,USD
MCD-RM,2017-06-05,0.94,USD
MCD-RM,2017-09-01,0.94,USD
MCD-RM,2017-12-01,1.01,USD
MCD-RM,2018-03-01,1.01,USD
MCD-RM,2018-06-04,1.01,USD
MCD-RM,2018-09-04,1.01,USD
MCD-RM,2018-12-03,1.16,USD
MCD-RM,2019-03-01,1.16,USD
MCD-RM,2019-06-03,1.16,USD
MCD-RM,2019-09-03,1.16,USD
MCD-RM,2019-12-02,1.25,USD
MCD-RM,2020-03-02,1.25,USD
MCD-RM,2020-06-01,1.25,USD
MCD-RM,2020-09-01,1.25,USD
MCD-RM,2020-12-01,1.29,USD
MCD-RM,2021-03-01,1.29,USD
MCD-RM,2021-06-01,1.29,USD
MCD-RM,2021-09-01,1.29,USD
RASP,2021-10-04,23.0,RUR
NKHP,2021-10-11,9.5,RUR
ROSN,2021-10-11,18.03,RUR
TATN,2021-10-12,16.52,RUR
TATNP,2021-10-12,16.52,RUR
POLY,2021-09-10,0.45,USD
PLZL,2021-10-11,267.48,RUR
MSFT-RM,2015-02-19,0.31,USD
MSFT-RM,2015-05-21,0.31,USD
MSFT-RM,2015-08-20,0.31,USD
MSFT-RM,2015-11-19,0.36,USD
MSFT-RM,2016-02-18,0.36,USD
MSFT-RM,2016-05-19,0.36,USD
MSFT-RM,2016-08-18,0.36,USD
MSFT-RM,2016-11-17,0.39,USD
MSFT-RM,2017-02-16,0.39,USD
MSFT-RM,2017-05-18,0.39,USD
MSFT-RM,2017-08-17,0.39,USD
MSFT-RM,2017-11-16,0.42,USD
MSFT-RM,2018-02-15,0.42,USD
MSFT-RM,2018-05-17,0.42,USD
MSFT-RM,2018-08-16,0.42,USD
MSFT-RM,2018-11-15,0.46,USD
MSFT-RM,2019-02-21,0.46,USD
MSFT-RM,2019-05-16,0.46,USD
MSFT-RM,2019-08-15,0.46,USD
MSFT-RM,2019-11-21,0.51,USD
MSFT-RM,2020-02-20,0.51,USD
MSFT-RM,2020-05-21,0.51,USD
MSFT-RM,2020-08-20,0.51,USD
MSFT-RM,2020-11-19,0.56,USD
MSFT-RM,2021-02-18,0.56,USD
MSFT-RM,2021-05-20,0.56,USD
MSFT-RM,2021-08-19,0.56,USD
NVTK,2021-10-11,27.67,RUR
SMLT,2021-10-15,41.0,RUR
ALRS,2021-10-19,8.79,RUR
GLTR,2021-09-07,22.5,RUR
AKRN,2021-10-11,30.0,RUR
MDMG,2021-09-24,18.0,RUR
CSCO-RM,2015-01-06,0.19,USD
CSCO-RM,2015-04-02,0.21,USD
CSCO-RM,2015-07-06,0.21,USD
CSCO-RM,2015-10-05,0.21,USD
CSCO-RM,2016-01-06,0.21,USD
CSCO-RM,2016-04-06,0.26,USD
CSCO-RM,2016-07-07,0.26,USD
CSCO-RM,2016-10-05,0.26,USD
CSCO-RM,2017-01-06,0.26,USD
CSCO-RM,2017-04-06,0.29,USD
CSCO-RM,2017-07-07,0.29,USD
CSCO-RM,2017-10-05,0.29,USD
CSCO-RM,2018-01-05,0.29,USD
CSCO-RM,2018-04-05,0.33,USD
CSCO-RM,2018-07-06,0.33,USD
CSCO-RM,2018-10-05,0.33,USD
CSCO-RM,2019-01-04,0.33,USD
CSCO-RM,2019-04-04,0.35,USD
CSCO-RM,2019-07-05,0.35,USD
CSCO-RM,2019-10-04,0.35,USD
CSCO-RM,2020-01-03,0.35,USD
CSCO-RM,2020-04-03,0.36,USD
CSCO-RM,2020-07-06,0.36,USD
CSCO-RM,2020-10-02,0.36,USD
CSCO-RM,2021-01-05,0.36,USD
CSCO-RM,2021-04-06,0.37,USD
CSCO-RM,2021-07-06,0.37,USD
ABBV-RM,2021-10-15,1.3,USD
BMY-RM,2021-07-02,0.49,USD
BMY-RM,2021-10-01,0.49,USD
MSFT-RM,2021-11-18,0.62,USD
ABT-RM,2021-10-15,0.45,USD
INTC-RM,2021-11-07,0.3475,USD
IBM-RM,2015-02-10,1.1,USD
IBM-RM,2015-05-08,1.3,USD
IBM-RM,2015-08-10,1.3,USD
IBM-RM,2015-11-10,1.3,USD
IBM-RM,2016-02-10,1.3,USD
IBM-RM,2016-05-10,1.4,USD
IBM-RM,2016-08-10,1.4,USD
IBM-RM,2016-11-10,1.4,USD
IBM-RM,2017-02-10,1.4,USD
IBM-RM,2017-05-10,1.5,USD
IBM-RM,2017-08-10,1.5,USD
IBM-RM,2017-11-10,1.5,USD
IBM-RM,2018-02-09,1.5,USD
IBM-RM,2018-05-10,1.57,USD
IBM-RM,2018-08-10,1.57,USD
IBM-RM,2018-11-09,1.57,USD
IBM-RM,2019-02-08,1.57,USD
IBM-RM,2019-05-10,1.62,USD
IBM-RM,2019-08-09,1.62,USD
IBM-RM,2019-11-08,1.62,USD
IBM-RM,2020-02-10,1.62,USD
IBM-RM,2020-05-08,1.63,USD
IBM-RM,2020-08-10,1.63,USD
IBM-RM,2020-11-10,1.63,USD
IBM-RM,2021-02-10,1.63,USD
IBM-RM,2021-05-10,1.64,USD
IBM-RM,2021-08-10,1.64,USD
MCD-RM,2021-12-01,1.38,USD
PFE-RM,2021-11-05,0.39,USD
T-RM,2021-07-09,0.52,USD
T-RM,2021-10-11,0.52,USD
NKE-RM,2015-03-02,0.28,USD
NKE-RM,2015-06-01,0.28,USD
NKE-RM,2015-09-08,0.28,USD
NKE-RM,2015-12-09,0.16,USD
NKE-RM,2016-03-07,0.16,USD
NKE-RM,2016-06-06,0.16,USD
NKE-RM,2016-09-06,0.16,USD
NKE-RM,2016-12-05,0.18,USD
NKE-RM,2017-03-06,0.18,USD
NKE-RM,2017-06-05,0.18,USD
NKE-RM,2017-09-05,0.18,USD
NKE-RM,2017-12-04,0.2,USD
NKE-RM,2018-03-05,0.2,USD
NKE-RM,2018-06-04,0.2,USD
NKE-RM,2018-09-04,0.2,USD
NKE-RM,2018-12-03,0.22,USD
NKE-RM,2019-03-04,0.22,USD
NKE-RM,2019-06-03,0.22,USD
NKE-RM,2019-09-03,0.22,USD
NKE-RM,2019-12-02,0.245,USD
NKE-RM,2020-03-02,0.245,USD
NKE-RM,2020-06-01,0.245,USD
NKE-RM,2020-08-31,0.245,USD
NKE-RM,2020-12-07,0.275,USD
NKE-RM,2021-03-01,0.275,USD
NKE-RM,2021-06-01,0.275,USD
NKE-RM,2021-08-30,0.275,USD
SBUX-RM,2021-11-12,0.49,USD
KHC-RM,2015-07-27,0.55,USD
KHC-RM,2015-11-16,0.575,USD
KHC-RM,2015-12-23,0.575,USD
KHC-RM,2016-03-18,0.575,USD
KHC-RM,2016-05-27,0.575,USD
KHC-RM,2016-08-26,0.6,USD
KHC-RM,2016-12-02,0.6,USD
KHC-RM,2017-03-03,0.6,USD
KHC-RM,2017-05-19,0.6,USD
KHC-RM,2017-08-18,0.625,USD
KHC-RM,2017-11-17,0.625,USD
KHC-RM,2018-03-09,0.625,USD
KHC-RM,2018-05-18,0.625,USD
KHC-RM,2018-08-17,0.625,USD
KHC-RM,2018-11-16,0.625,USD
KHC-RM,2019-03-08,0.4,USD
KHC-RM,2019-05-31,0.4,USD
KHC-RM,2019-08-21,0.4,USD
KHC-RM,2019-11-15,0.4,USD
KHC-RM,2020-03-13,0.4,USD
KHC-RM,2020-05-29,0.4,USD
KHC-RM,2020-08-28,0.4,USD
KHC-RM,2020-11-27,0.4,USD
KHC-RM,2021-03-12,0.4,USD
KHC-RM,2021-05-28,0.4,USD
KHC-RM,2021-09-01,0.4,USD
LKOH,2021-12-21,340.0,RUR
TGT-RM,2015-02-18,0.52,USD
TGT-RM,2015-05-20,0.52,USD
TGT-RM,2015-08-19,0.56,USD
TGT-RM,2015-11-18,0.56,USD
TGT-RM,2016-02-18,0.56,USD
TGT-RM,2016-05-18,0.56,USD
TGT-RM,2016-08-17,0.6,USD
TGT-RM,2016-11-16,0.6,USD
TGT-RM,2017-02-15,0.6,USD
TGT-RM,2017-05-17,0.6,USD
TGT-RM,2017-08-16,0.62,USD
TGT-RM,2017-11-15,0.62,USD
TGT-RM,2018-02-21,0.62,USD
TGT-RM,2018-05-16,0.62,USD
TGT-RM,2018-08-15,0.64,USD
TGT-RM,2018-11-21,0.64,USD
TGT-RM,2019-02-20,0.64,USD
